CustomerID,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,ModifiedDate
306,Mr.,Stephen,M.,Ayers,NULL,Work and Play Association,adventure-works\michael9,stephen1@adventure-works.com,818-555-0171,01-09-2006
307,Ms.,Neva,M.,Mitchell,NULL,Riding Associates,adventure-works\pamela0,neva0@adventure-works.com,992-555-0134,01-08-2007
308,Ms.,Megan,N.,Davis,NULL,Rugged Bikes,adventure-works\david8,megan1@adventure-works.com,839-555-0198,01-09-2007
309,Mr.,John,NULL,Arthur,NULL,The Gear Store,adventure-works\jillian0,john6@adventure-works.com,149-555-0113,01-08-2005
310,Mr.,Frank,NULL,Miller,NULL,Orange Bicycle Company,adventure-works\jillian0,frank6@adventure-works.com,118-555-0184,01-08-2006
311,Sr.,Alvaro,NULL,De Matos Miranda Filho,NULL,Principal Bike Company,adventure-works\shu0,alvaro0@adventure-works.com,551-555-0155,01-09-2006
312,Mr.,Thomas,B.,Armstrong,Jr.,Resale Services,adventure-works\linda3,thomas1@adventure-works.com,226-555-0146,01-08-2005
313,Mr.,Dylan,NULL,Miller,NULL,Metropolitan Manufacturing,adventure-works\shu0,dylan1@adventure-works.com,140-555-0192,01-11-2005
316,Mr.,Ben,NULL,Miller,NULL,Low Price Cycles,adventure-works\josé1,ben1@adventure-works.com,207-555-0167,01-08-2007
317,Mr.,Jacob,N.,Dean,NULL,Finer Riding Supplies,adventure-works\josé1,jacob0@adventure-works.com,767-555-0151,01-08-2005
318,Ms.,Ann,NULL,Beebe,NULL,First-Rate Outlet,adventure-works\garrett1,ann0@adventure-works.com,277-555-0169,01-08-2005
322,Mr.,Matthew,J.,Miller,NULL,Tachometers and Accessories,adventure-works\jae0,matthew5@adventure-works.com,1 (11) 500 555-0176,01-09-2006
323,Mr.,Jo,NULL,Brown,NULL,Metro Bike Works,adventure-works\michael9,jo2@adventure-works.com,689-555-0130,01-08-2006
325,Ms.,Virginia,L.,Miller,NULL,All Cycle Shop,adventure-works\pamela0,virginia0@adventure-works.com,918-555-0127,01-07-2006
326,Mr.,Scott,NULL,Gode,NULL,Year-Round Sports,adventure-works\david8,scott4@adventure-works.com,164-555-0145,01-08-2005
327,Ms.,Caroline,A.,Vicknair,NULL,World of Bikes,adventure-works\jillian0,caroline0@adventure-works.com,695-555-0158,01-09-2006
328,Mr.,Robert,R.,Vessa,NULL,Totes & Baskets Company,adventure-works\jillian0,robert13@adventure-works.com,560-555-0171,01-08-2005
329,NULL,Andreas,NULL,Berglund,NULL,"Unicycles, Bicycles, and Tricycles",adventure-works\shu0,andreas1@adventure-works.com,795-555-0116,01-08-2005
330,Mr.,Mete,NULL,Goktepe,NULL,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,01-12-2005
331,Ms.,Wanda,F.,Vernon,NULL,Technical Parts Manufacturing,adventure-works\shu0,wanda0@adventure-works.com,433-555-0168,01-07-2007
334,Ms.,Dora,P.,Verdad,NULL,Retreat Inn,adventure-works\josé1,dora0@adventure-works.com,155-555-0140,01-08-2006
335,Mr.,John,M.,Berger,Jr.,Scratch-Resistant Finishes Company,adventure-works\josé1,john10@adventure-works.com,156-555-0111,01-08-2005
336,Mr.,Brian,R,Goldstein,NULL,Primary Bike Distributors,adventure-works\garrett1,brian4@adventure-works.com,495-555-0161,01-08-2005
340,Mr.,Raja,D.,Venugopal,NULL,Nearby Cycle Shop,adventure-works\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,01-09-2006
343,Ms.,Patricia,M.,Vasquez,NULL,Mail-Order Outlet,adventure-works\pamela0,patricia2@adventure-works.com,490-555-0132,01-08-2006
344,Ms.,Karren,K.,Burkhardt,NULL,Fifth Bike Store,adventure-works\david8,karren0@adventure-works.com,652-555-0132,01-07-2005
345,Ms.,Abigail,J.,Gonzalez,NULL,Genial Bike Associates,adventure-works\jillian0,abigail0@adventure-works.com,121-555-0139,01-08-2006
346,Mr.,Ranjit,Rudra,Varkey Chudukatil,NULL,Great Bicycle Supply,adventure-works\jillian0,ranjit1@adventure-works.com,810-555-0160,01-08-2005
347,Ms.,Ingrid,K.,Burkhardt,NULL,Bike Universe,adventure-works\shu0,ingrid0@adventure-works.com,857-555-0187,01-08-2005
348,Mr.,Oscar,L.,Alpuerto,NULL,Bold Bike Accessories,adventure-works\linda3,oscar0@adventure-works.com,855-555-0174,01-08-2005
349,Mr.,Gary,T,Vargas,NULL,Exercise Center,adventure-works\shu0,gary6@adventure-works.com,112-555-0176,01-09-2006
352,Mr.,Shane,S.,Kim,NULL,Twelfth Bike Store,adventure-works\josé1,shane2@adventure-works.com,155-555-0149,01-08-2006
353,Ms.,Joan,M.,Campbell,NULL,Two-Wheeled Transit Company,adventure-works\josé1,joan0@adventure-works.com,700-555-0155,01-08-2005
354,Mr.,Maxwell,J.,Amland,NULL,Serious Cycles,adventure-works\garrett1,maxwell0@adventure-works.com,614-555-0134,01-08-2005
358,Mr.,Joe,NULL,Kim,NULL,Mail Market,adventure-works\jae0,joe1@adventure-works.com,1 (11) 500 555-0144,01-08-2007
360,Ms.,Ramona,J.,Antrim,NULL,Novelty Bikes,adventure-works\michael9,ramona0@adventure-works.com,327-555-0148,01-08-2007
361,Ms.,Karan,NULL,Khanna,NULL,Fitness Supplies,adventure-works\pamela0,karan1@adventure-works.com,390-555-0150,01-08-2007
362,Ms.,Sharon,A.,Crow,NULL,Grand Cycle Store,adventure-works\david8,sharon1@adventure-works.com,889-555-0176,01-08-2007
363,Mr.,Chris,NULL,Ashton,NULL,Immense Manufacturing Company,adventure-works\jillian0,chris3@adventure-works.com,556-555-0145,01-08-2007
364,Mr.,Imtiaz,NULL,Khan,NULL,District Mall,adventure-works\jillian0,imtiaz0@adventure-works.com,249-555-0179,01-08-2005
365,Mr.,Jack,NULL,Creasey,NULL,Distinctive Store,adventure-works\shu0,jack2@adventure-works.com,539-555-0182,01-09-2005
366,Ms.,Teresa,NULL,Atkinson,NULL,Extended Bike Sales,adventure-works\linda3,teresa0@adventure-works.com,129-555-0110,01-09-2005
367,Ms.,Tammy,J.,Khan,NULL,Brown Bicycle Company,adventure-works\shu0,tammy0@adventure-works.com,145-555-0166,01-09-2005
370,Ms.,Elizabeth,NULL,Keyser,NULL,Acceptable Sales & Service,adventure-works\josé1,elizabeth2@adventure-works.com,656-555-0173,01-08-2005
371,Mr.,Bruno,NULL,Costa Da Silva,NULL,Custom Sales and Service,adventure-works\josé1,bruno0@adventure-works.com,140-555-0143,01-08-2005
372,Ms.,Katherine,K.,Swan,NULL,Top Bike Market,adventure-works\garrett1,katherine1@adventure-works.com,421-555-0192,01-09-2007
376,Ms.,Mary,R.,Kesslep,NULL,Commerce Bicycle Specialists,adventure-works\jae0,mary8@adventure-works.com,1 (11) 500 555-0146,01-08-2006
377,Mr.,Marlin,M.,Coriell,NULL,Grand Sport Boutique,adventure-works\michael9,marlin0@adventure-works.com,941-555-0155,01-08-2006
379,Mr.,Kevin,NULL,Kennedy,NULL,Fad Outlet,adventure-works\pamela0,kevin4@adventure-works.com,275-555-0179,01-09-2006
380,Ms.,Eva,NULL,Corets,NULL,First Department Stores,adventure-works\david8,eva0@adventure-works.com,542-555-0164,01-07-2006
381,Ms.,Julie,NULL,Taft-Rider,NULL,Bicycle Lines Distributors,adventure-works\jillian0,julie1@adventure-works.com,145-555-0194,01-08-2006
382,Mr.,Robert,NULL,Kelly,NULL,Beneficial Exercises and Activities,adventure-works\jillian0,robert7@adventure-works.com,510-555-0123,01-09-2006
383,Mr.,Scott,NULL,Cooper,NULL,Vehicle Shop,adventure-works\shu0,scott2@adventure-works.com,773-555-0182,01-10-2005
384,Mr.,Clarence,R.,Tatman,NULL,Sparkling Paint and Finishes,adventure-works\linda3,clarence0@adventure-works.com,787-555-0128,01-08-2005
385,Mr.,John,NULL,Kelly,NULL,Sturdy Toys,adventure-works\shu0,john22@adventure-works.com,330-555-0116,01-08-2005
388,Mr.,Victor,A.,Kelley,NULL,Road Way Sales and Rental,adventure-works\josé1,victor0@adventure-works.com,112-555-0195,01-12-2006
389,Ms.,Dorothy,J.,Contreras,NULL,Sixth Bike Store,adventure-works\josé1,dorothy0@adventure-works.com,428-555-0176,01-08-2005
390,Mr.,Mike,M.,Taylor,NULL,Plastic Parts Company,adventure-works\garrett1,mike6@adventure-works.com,204-555-0189,01-11-2005
394,Ms.,Bonnie,NULL,Kearney,NULL,Little Sports Center,adventure-works\jae0,bonnie1@adventure-works.com,1 (11) 500 555-0116,01-08-2007
395,Ms.,June,B.,Brunner,NULL,Online Bike Sellers,adventure-works\michael9,june0@adventure-works.com,249-555-0172,01-09-2006
397,Mr.,Sandeep,NULL,Katyal,NULL,Capable Sales and Service,adventure-works\pamela0,sandeep2@adventure-works.com,928-555-0117,01-07-2005
398,Ms.,Shirley,R.,Bruner,NULL,Commendable Bikes,adventure-works\david8,shirley0@adventure-works.com,383-555-0155,01-07-2006
399,Mr.,Chad,J.,Tedford,NULL,Big Cycle Mall,adventure-works\jillian0,chad1@adventure-works.com,588-555-0128,01-08-2007
400,Mr.,Peter,NULL,Houston,NULL,Local Sales and Rental,adventure-works\jillian0,peter3@adventure-works.com,632-555-0171,01-09-2007
401,Mr.,Tom,H,Johnston,NULL,Brightwork Company,adventure-works\shu0,tom1@adventure-works.com,883-555-0177,01-08-2005
402,Ms.,Marian,M.,Berch,NULL,Pro Sporting Goods,adventure-works\linda3,marian0@adventure-works.com,640-555-0198,01-08-2005
403,Ms.,Juanita,J.,Holman,NULL,Affordable Sports Equipment,adventure-works\shu0,juanita0@adventure-works.com,996-555-0196,01-08-2005
406,Mr.,Eddie,M.,Holmes,NULL,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,01-12-2006
407,Mr.,Robert,A.,Avalos,NULL,Workout Emporium,adventure-works\josé1,robert2@adventure-works.com,665-555-0198,01-09-2007
408,Mr.,Alexander,J.,Berger,II,Odometers and Accessories Company,adventure-works\garrett1,alexander0@adventure-works.com,519-555-0151,01-09-2007
412,Ms.,Jean,J.,Holloway,NULL,Leisure Clearing House,adventure-works\jae0,jean2@adventure-works.com,1 (11) 500 555-0181,01-08-2006
415,Mr.,Greg,NULL,Chapman,NULL,Imaginary Toys,adventure-works\pamela0,greg1@adventure-works.com,708-555-0169,01-07-2006
416,Ms.,Angela,NULL,Barbariol,NULL,Impromptu Trips,adventure-works\david8,angela1@adventure-works.com,134-555-0182,01-07-2006
417,Ms.,Ruth,A.,Choin,NULL,Genuine Bike Shop,adventure-works\jillian0,ruth1@adventure-works.com,273-555-0181,01-09-2005
418,Mr.,Lee,J.,Chapla,NULL,Good Bike Shop,adventure-works\jillian0,lee0@adventure-works.com,223-555-0184,01-09-2005
419,Mr.,Darrell,M.,Banks,NULL,Exertion Activities Club,adventure-works\shu0,darrell0@adventure-works.com,816-555-0118,01-09-2005
420,Mr.,Anthony,NULL,Chor,NULL,Extreme Riding Supplies,adventure-works\linda3,anthony0@adventure-works.com,429-555-0145,01-09-2007
421,Mr.,Forrest,J.,Chandler,NULL,Fitness Cycling,adventure-works\shu0,forrest0@adventure-works.com,448-555-0179,01-07-2007
424,Mr.,Eli,NULL,Bowen,NULL,Bikes for Two,adventure-works\josé1,eli0@adventure-works.com,371-555-0143,01-09-2006
425,Mr.,Stephen,Yuan,Jiang,NULL,Bikes for Kids and Adults,adventure-works\josé1,stephen3@adventure-works.com,910-555-0116,01-07-2006
426,Mr.,Dirk,J.,Bruno,NULL,Custom Accessories Company,adventure-works\garrett1,dirk0@adventure-works.com,817-555-0114,01-08-2006
430,Sr.,Gustavo,NULL,Camargo,NULL,Uttermost Bike Shop,adventure-works\jae0,gustavo1@adventure-works.com,1 (11) 500 555-0118,01-08-2006
431,Mr.,Douglas,A.,Baldwin,Jr.,Small Cycle Store,adventure-works\michael9,douglas1@adventure-works.com,583-555-0130,01-07-2005
433,Ms.,Lindsey,R.,Camacho,NULL,Thorough Parts and Repair Services,adventure-works\pamela0,lindsey0@adventure-works.com,827-555-0143,01-08-2005
434,Mr.,James,B.,Bailey,Jr.,Road-Way Mart,adventure-works\david8,james3@adventure-works.com,234-555-0112,01-10-2006
435,Ms.,Carol,B.,Elliott,NULL,Satin Finish Company,adventure-works\jillian0,carol2@adventure-works.com,847-555-0151,01-08-2006
436,Ms.,Barbara,J.,Calone,NULL,Sheet Metal Manufacturing,adventure-works\jillian0,barbara2@adventure-works.com,145-555-0152,01-08-2006
437,Ms.,Megan,E.,Burke,NULL,Professional Cycle Store,adventure-works\shu0,megan0@adventure-works.com,148-555-0149,01-07-2006
438,Mr.,Cory,K.,Booth,NULL,Remarkable Bike Store,adventure-works\linda3,cory0@adventure-works.com,121-555-0157,01-12-2005
439,Ms.,Shannon,P.,Elliott,NULL,Regional Manufacturing,adventure-works\shu0,shannon0@adventure-works.com,425-555-0158,01-09-2005
442,Ms.,Jauna,E.,Elson,NULL,Original Bicycle Supply Company,adventure-works\josé1,jauna0@adventure-works.com,185-555-0190,01-07-2005
443,Sra.,Janaina Barreiro Gambaro,NULL,Bueno,NULL,Courteous Bicycle Specialists,adventure-works\josé1,janainabarreirogambaro0@adventure-works.com,476-555-0184,01-09-2007
444,Mr.,Shaun,NULL,Beasley,NULL,Finer Cycle Shop,adventure-works\garrett1,shaun0@adventure-works.com,396-555-0187,01-08-2006
448,Mr.,Terry,NULL,Eminhizer,NULL,Action Bicycle Specialists,adventure-works\jae0,terry1@adventure-works.com,1 (11) 500 555-0176,01-09-2007
451,Mr.,John,NULL,Emory,NULL,Roadway Bike Emporium,adventure-works\pamela0,john16@adventure-works.com,691-555-0149,01-07-2007
452,Ms.,Olga,J.,Trau,NULL,A Cycle Shop,adventure-works\david8,olga0@adventure-works.com,398-555-0167,01-07-2007
453,Mr.,Jon,NULL,Ganio,NULL,Unique Bikes,adventure-works\jillian0,jon0@adventure-works.com,672-555-0112,01-09-2005
454,Ms.,Gail,NULL,Erickson,NULL,Sleek Bikes ,adventure-works\jillian0,gail1@adventure-works.com,834-555-0132,01-09-2007
455,Mr.,James,R.,Tran,NULL,Timely Shipping Service,adventure-works\shu0,james15@adventure-works.com,740-555-0159,01-09-2007
456,Mr.,Michael,NULL,Galos,NULL,Riding Excursions,adventure-works\linda3,michael15@adventure-works.com,912-555-0149,01-01-2006
457,Mr.,Mark,B,Erickson,NULL,Retail Sporting Equipment,adventure-works\shu0,mark2@adventure-works.com,962-555-0112,01-09-2006
460,Ms.,Martha,R.,Espinoza,NULL,Price-Cutter Discount Bikes,adventure-works\josé1,martha0@adventure-works.com,753-555-0179,01-09-2005
461,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\josé1,glenn0@adventure-works.com,907-555-0170,01-09-2006
462,Mr.,Bob,NULL,Gage,NULL,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,01-02-2007
466,Sra.,Janeth,NULL,Esteves,NULL,Central Bicycle Specialists,adventure-works\jae0,janeth1@adventure-works.com,1 (11) 500 555-0136,01-09-2007
468,Mr.,Paul,J.,Fulton,NULL,Blue Bicycle Company,adventure-works\michael9,paul3@adventure-works.com,492-555-0146,01-08-2006
469,Ms.,Twanna,R.,Evans,NULL,Vast Bike Sales and Rental,adventure-works\pamela0,twanna0@adventure-works.com,554-555-0124,01-08-2005
470,Ms.,Delia,B.,Toone,NULL,Wingtip Toys,adventure-works\david8,delia0@adventure-works.com,328-555-0192,01-09-2007
471,Mr.,John,NULL,Ford,NULL,Social Activities Club,adventure-works\jillian0,john19@adventure-works.com,596-555-0153,01-08-2005
472,Ms.,Ann,R.,Evans,NULL,Summer Sports Place,adventure-works\jillian0,ann1@adventure-works.com,252-555-0127,01-09-2006
473,Ms.,Kay,E.,Krane,NULL,Racing Toys,adventure-works\shu0,kay0@adventure-works.com,731-555-0187,01-09-2005
474,Mr.,Mihail,NULL,Frintu,NULL,Retail Cycle Shop,adventure-works\linda3,mihail1@adventure-works.com,777-555-0163,01-09-2006
475,Mr.,John,NULL,Evans,NULL,Real Sporting Goods,adventure-works\shu0,john17@adventure-works.com,581-555-0172,01-07-2006
478,Ms.,Ruby Sue,R.,Styles,NULL,Major Cycling,adventure-works\josé1,rubysue0@adventure-works.com,512-555-0122,01-08-2005
479,Ms.,Lori,NULL,Kane,NULL,General Supplies,adventure-works\josé1,lori2@adventure-works.com,765-555-0141,01-08-2006
480,Ms.,Susan,E.,French,NULL,General Bike Corporation,adventure-works\garrett1,susan3@adventure-works.com,994-555-0194,01-07-2005
484,Mr.,Gary,J.,Suess,NULL,Downhill Bicycle Specialists,adventure-works\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,01-08-2006
487,Ms.,Ruth,J.,Suffin,NULL,Bike Experts,adventure-works\pamela0,ruth2@adventure-works.com,924-555-0195,01-08-2006
488,Ms.,Margaret,J.,Smith,NULL,Bicycle Accessories and Kits,adventure-works\david8,margaret0@adventure-works.com,959-555-0151,16-05-2009
489,Ms.,Dorothy,J.,Fox,NULL,Cash & Carry Bikes,adventure-works\jillian0,dorothy1@adventure-works.com,191-555-0198,01-09-2006
490,Ms.,Elizabeth,J.,Sullivan,NULL,Extraordinary Bike Works,adventure-works\jillian0,elizabeth4@adventure-works.com,306-555-0112,01-09-2006
491,Ms.,Frances,B.,Adams,NULL,Area Bike Accessories,adventure-works\shu0,frances0@adventure-works.com,991-555-0183,16-05-2009
492,Mr.,Garth,NULL,Fort,NULL,Basic Sports Equipment,adventure-works\linda3,garth0@adventure-works.com,768-555-0125,01-08-2005
493,Mr.,Michael,NULL,Sullivan,NULL,Valley Bicycle Distributors,adventure-works\shu0,michael24@adventure-works.com,323-555-0113,01-11-2006
496,Ms.,Marcia,J.,Sultan,NULL,Top Sports Supply,adventure-works\josé1,marcia0@adventure-works.com,613-555-0116,01-07-2006
497,Ms.,Amy,E.,Alberts,NULL,Valley Toy Store,adventure-works\josé1,amy1@adventure-works.com,727-555-0115,01-09-2006
498,Ms.,Kelly,NULL,Focht,NULL,Quick Delivery Service,adventure-works\garrett1,kelly0@adventure-works.com,272-555-0123,01-09-2005
502,Mr.,Krishna,NULL,Sunkammurali,NULL,Metropolitan Bicycle Supply,adventure-works\jae0,krishna1@adventure-works.com,1 (11) 500 555-0177,01-09-2006
504,Ms.,Mae,M.,Black,NULL,Historic Bicycle Sales,adventure-works\michael9,mae1@adventure-works.com,264-555-0143,01-07-2005
505,Mr.,Brad,NULL,Sutton,NULL,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,01-07-2007
506,Mr.,François,NULL,Ferrier,NULL,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,01-07-2005
507,Mr.,Mary,NULL,Bishop,NULL,Global Sporting Goods,adventure-works\jillian0,mary4@adventure-works.com,176-555-0136,01-07-2005
508,Mr.,Martin,J.,Svoboda,IV,Designer Department Stores,adventure-works\jillian0,martin1@adventure-works.com,132-555-0149,01-07-2005
509,Mr.,Robert,E.,Ahlering,NULL,Fun Toys and Bikes,adventure-works\shu0,robert1@adventure-works.com,678-555-0175,01-09-2007
510,Mr.,Jimmy,NULL,Bischoff,NULL,World Bike Discount Store,adventure-works\linda3,jimmy1@adventure-works.com,992-555-0111,01-07-2005
511,Mr.,Abraham,L.,Swearengin,NULL,Wheel Gallery,adventure-works\shu0,abraham0@adventure-works.com,926-555-0136,01-07-2005
514,Mr.,Ryan,NULL,Calafato,NULL,Retail Mall,adventure-works\josé1,ryan1@adventure-works.com,726-555-0155,01-07-2005
515,Mr.,Dragan,NULL,Tomic,NULL,Rural Bicycle Supply,adventure-works\josé1,dragan1@adventure-works.com,833-555-0167,01-07-2005
516,Mr.,Thomas,R.,Michaels,NULL,Seats and Saddles Company,adventure-works\garrett1,thomas2@adventure-works.com,162-555-0174,01-11-2006
520,Ms.,Mari,B.,Caldwell,NULL,Metro Metals Co.,adventure-works\jae0,mari0@adventure-works.com,1 (11) 500 555-0118,01-08-2007
523,Ms.,Mary,M.,Gimmi,NULL,Futuristic Sport Distributors,adventure-works\shu0,mary6@adventure-works.com,149-555-0196,01-07-2006
526,Mr.,David,L.,Givens,NULL,Finer Sales and Service,adventure-works\josé1,david15@adventure-works.com,605-555-0111,01-12-2005
527,Ms.,Diane,NULL,Tibbott,NULL,Fun Times Club,adventure-works\shu0,diane5@adventure-works.com,847-555-0184,01-08-2005
528,Ms.,Helen,M.,Meyer,NULL,Alpine Ski House,adventure-works\linda3,helen2@adventure-works.com,519-555-0112,01-11-2005
529,Ms.,Jeanie,R.,Glenn,PhD,Big-Time Bike Store,adventure-works\shu0,jeanie0@adventure-works.com,669-555-0149,01-08-2006
532,Ms.,Diane,R.,Glimp,NULL,The Showroom,adventure-works\josé1,diane3@adventure-works.com,898-555-0137,01-11-2005
533,Ms.,Yuping,NULL,Tian,NULL,Tenth Bike Store,adventure-works\josé1,yuping0@adventure-works.com,744-555-0123,01-08-2005
534,Mr.,Stephen,A.,Mew,NULL,Recommended Bicycles,adventure-works\garrett1,stephen4@adventure-works.com,399-555-0114,01-11-2005
538,Mr.,John,R.,Brooks,NULL,Prosperous Tours,adventure-works\jae0,john12@adventure-works.com,1 (11) 500 555-0179,01-07-2006
541,Mr.,Willie,P.,Brooks,Jr.,Nonskid Tire Company,adventure-works\pamela0,willie0@adventure-works.com,525-555-0174,01-11-2005
542,Mr.,Andrew,P.,Kobylinski,NULL,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,01-12-2005
543,Mr.,R. Morgan,L.,Mendoza,NULL,Friendly Neighborhood Bikes,adventure-works\jillian0,rmorgan0@adventure-works.com,963-555-0146,01-06-2007
544,Mr.,Jay,NULL,Adams,NULL,Valley Bicycle Specialists,adventure-works\jillian0,jay1@adventure-works.com,158-555-0142,16-05-2009
545,Mr.,Christian,NULL,Kleinerman,NULL,Finish and Sealant Products,adventure-works\shu0,christian1@adventure-works.com,362-555-0177,01-09-2005
546,Mr.,Anton,NULL,Kirilov,NULL,Field Trip Store,adventure-works\linda3,anton0@adventure-works.com,608-555-0162,01-08-2006
547,Ms.,Gladys,F.,Mendiola,NULL,Curbside Sporting Goods,adventure-works\shu0,gladys0@adventure-works.com,535-555-0189,01-08-2006
550,Ms.,Raquel,NULL,Mello,NULL,Remote Bicycle Specialists,adventure-works\josé1,raquel0@adventure-works.com,723-555-0124,01-09-2006
551,Mr.,Samuel,N.,Agcaoili,NULL,Vinyl and Plastic Goods Corporation,adventure-works\josé1,samuel0@adventure-works.com,554-555-0110,01-09-2005
552,Mr.,Tim,NULL,Kim,NULL,Consolidated Messenger,adventure-works\garrett1,tim0@adventure-works.com,244-555-0115,01-08-2007
556,Ms.,Nancy,A.,McPhearson,NULL,Variety Cycling,adventure-works\jae0,nancy3@adventure-works.com,1 (11) 500 555-0195,01-08-2007
559,Ms.,Nkenge,NULL,McLin,NULL,Some Discount Store,adventure-works\pamela0,nkenge0@adventure-works.com,158-555-0123,01-08-2005
560,Mr.,Paul,L.,Alcorn,NULL,Major Sport Suppliers,adventure-works\david8,paul2@adventure-works.com,331-555-0162,01-07-2007
561,Mr.,Marvin,N.,Allen,NULL,Mountain Toy Store,adventure-works\jillian0,marvin0@adventure-works.com,447-555-0110,01-12-2005
562,Ms.,Yvonne,NULL,McKay,NULL,Practical Bike Supply Company,adventure-works\jillian0,yvonne1@adventure-works.com,623-555-0144,01-09-2005
563,Mr.,Sean,P.,Jacobson,NULL,Systematic Sales,adventure-works\shu0,sean2@adventure-works.com,555-555-0162,01-08-2007
564,Ms.,Michelle,NULL,Alexander,NULL,Imported and Domestic Cycles,adventure-works\linda3,michelle0@adventure-works.com,115-555-0175,01-05-2007
565,Mr.,Richard,M.,Bentley,Jr.,Metallic Paint and Overcoat Co,adventure-works\shu0,richard0@adventure-works.com,911-555-0153,01-05-2007
568,Mr.,Curtis,P.,Howard,NULL,Economy Center,adventure-works\josé1,curtis0@adventure-works.com,555-555-0162,01-08-2005
569,Mr.,Cecil,J.,Allison,NULL,Designated Distributors,adventure-works\josé1,cecil0@adventure-works.com,699-555-0155,01-08-2005
570,Mr.,Gregory,F.,Alderson,NULL,Family's Favorite Bike Shop,adventure-works\garrett1,gregory0@adventure-works.com,968-555-0153,01-08-2006
574,Ms.,Janice,K.,Hows,NULL,Area Sheet Metal Supply,adventure-works\jae0,janice1@adventure-works.com,1 (11) 500 555-0119,01-08-2006
577,Mr.,George,M.,Huckaby,NULL,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,01-01-2006
578,Ms.,Carolyn,NULL,Farino,NULL,The Bike Shop,adventure-works\david8,carolyn0@adventure-works.com,957-555-0125,01-07-2005
579,Ms.,Kim,NULL,Abercrombie,NULL,Riders Company,adventure-works\jillian0,kim2@adventure-works.com,334-555-0137,16-05-2009
580,Mr.,Joshua,J.,Huff,NULL,Rural Sales and Service,adventure-works\jillian0,joshua0@adventure-works.com,190-555-0186,01-03-2006
581,Ms.,Geri,P.,Farrell,NULL,Safe Toys,adventure-works\shu0,geri0@adventure-works.com,329-555-0183,01-09-2005
582,Ms.,Catherine,R.,Abel,NULL,Professional Sales and Service,adventure-works\linda3,catherine0@adventure-works.com,747-555-0171,16-05-2009
583,Ms.,Laura,C.,Steele,NULL,Professional Containers and Packaging Co.,adventure-works\shu0,laura3@adventure-works.com,741-555-0173,01-08-2006
586,Ms.,Shanay,B.,Steelman,NULL,One Bike Company,adventure-works\josé1,shanay0@adventure-works.com,797-555-0118,01-09-2006
587,Ms.,Rhoda,J.,Finley,NULL,Our Sporting Goods Store,adventure-works\josé1,rhoda0@adventure-works.com,920-555-0191,01-09-2006
588,Mr.,Pat,A.,Chambers,NULL,General Cycle Storehouse,adventure-works\garrett1,pat1@adventure-works.com,127-555-0124,01-09-2005
592,Mr.,Stefano,NULL,Stefani,NULL,Cycling Goods,adventure-works\jae0,stefano0@adventure-works.com,1 (11) 500 555-0115,01-08-2006
595,Mr.,Alan,NULL,Steiner,NULL,Cycle Clearance,adventure-works\pamela0,alan4@adventure-works.com,792-555-0194,01-09-2007
596,Ms.,Kathie,NULL,Flood,NULL,Coho Sports,adventure-works\david8,kathie1@adventure-works.com,627-555-0192,01-08-2006
597,Mr.,Bob,NULL,Hodges,NULL,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,01-07-2007
598,Mr.,Derik,NULL,Stenerson,NULL,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,01-02-2007
599,Mr.,Raul,E.,Casts,NULL,Westside Plaza,adventure-works\shu0,raul0@adventure-works.com,362-555-0162,01-07-2007
600,Ms.,Holly,J.,Holt,NULL,Strenuous Exercise Shop,adventure-works\linda3,holly1@adventure-works.com,654-555-0150,01-07-2007
601,Mr.,Vassar,J.,Stern,NULL,Transport Bikes,adventure-works\shu0,vassar0@adventure-works.com,328-555-0123,01-09-2007
604,Ms.,Wathalee,R.,Steuber,NULL,Sellers of Cycles,adventure-works\pamela0,wathalee0@adventure-works.com,517-555-0120,01-09-2007
605,Mr.,Matthew,J.,Cavallari,NULL,Outstanding Cycles,adventure-works\david8,matthew1@adventure-works.com,695-555-0161,01-08-2007
606,Ms.,Helge,NULL,Hoeing,NULL,Little Bicycle Supply Shop,adventure-works\jillian0,helge0@adventure-works.com,850-555-0198,01-08-2007
607,Ms.,Alice,M.,Steiner,NULL,Maintenance and Repair for Bicycles,adventure-works\jillian0,alice4@adventure-works.com,355-555-0180,01-08-2007
608,Mr.,Steven,B.,Brown,IV,Golf and Cycle Store,adventure-works\shu0,steven1@adventure-works.com,280-555-0124,01-09-2005
609,Mr.,David,NULL,Hodgson,NULL,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,01-09-2006
